sample_name	age	age_units	anonymized_name	bmi	body_habitat	body_product	body_site	collection_timestamp	country	description	diet	dna_extracted	elevation	env_biome	env_feature	env_material	env_package	geo_loc_name	habitat2	height	height_units	host_common_name	host_scientific_name	host_subject_id	host_taxid	latitude	life_stage	longitude	physical_speciman_location	physical_specimen_location	physical_specimen_remaining	public	qiita_study_id	sample_type	scientific_name	sex	taxon_id	title	weight	weight_units
11212.RC2096	Missing: Not provided	Missing: Not provided	RC2096	Not applicable	UBERON:feces	UBERON:feces	UBERON:feces	2014	Uganda	Se_Jin_Storage_Plate6_RC2096_E4	Folivore	TRUE	1503.9	tropical broadleaf forest biome	animalia-associated habitat	feces	host-associated	Uganda	Rainforest	Missing: Not provided	Missing: Not provided	western red colobus	Piliocolobus badius	RC2096	164648	0.5	Missing: Not provided	30.4	Northwestern University	Northwestern University	TRUE	TRUE	11212	stool	gut metagenome	Missing: Not provided	749906	Evolutionary trends in host physiology, more than diet, determine the mammalian gut microbiota 	Missing: Not provided	Missing: Not provided
11212.RC2098	Missing: Not provided	Missing: Not provided	RC2098	Not applicable	UBERON:feces	UBERON:feces	UBERON:feces	2014	Uganda	Se_Jin_Storage_Plate6_RC2098_F4	Folivore	TRUE	1503.9	tropical broadleaf forest biome	animalia-associated habitat	feces	host-associated	Uganda	Rainforest	Missing: Not provided	Missing: Not provided	western red colobus	Piliocolobus badius	RC2098	164648	0.5	Missing: Not provided	30.4	Northwestern University	Northwestern University	TRUE	TRUE	11212	stool	gut metagenome	Missing: Not provided	749906	Evolutionary trends in host physiology, more than diet, determine the mammalian gut microbiota 	Missing: Not provided	Missing: Not provided
11212.RC2137	Missing: Not provided	Missing: Not provided	RC2137	Not applicable	UBERON:feces	UBERON:feces	UBERON:feces	2014	Uganda	Se_Jin_Storage_Plate6_RC2137_G4	Folivore	TRUE	1503.9	tropical broadleaf forest biome	animalia-associated habitat	feces	host-associated	Uganda	Rainforest	Missing: Not provided	Missing: Not provided	western red colobus	Piliocolobus badius	RC2137	164648	0.5	Missing: Not provided	30.4	Northwestern University	Northwestern University	TRUE	TRUE	11212	stool	gut metagenome	Missing: Not provided	749906	Evolutionary trends in host physiology, more than diet, determine the mammalian gut microbiota 	Missing: Not provided	Missing: Not provided
11212.RC2138	Missing: Not provided	Missing: Not provided	RC2138	Not applicable	UBERON:feces	UBERON:feces	UBERON:feces	2014	Uganda	Se_Jin_Storage_Plate6_RC2138_H4	Folivore	TRUE	1503.9	tropical broadleaf forest biome	animalia-associated habitat	feces	host-associated	Uganda	Rainforest	Missing: Not provided	Missing: Not provided	western red colobus	Piliocolobus badius	RC2138	164648	0.5	Missing: Not provided	30.4	Northwestern University	Northwestern University	TRUE	TRUE	11212	stool	gut metagenome	Missing: Not provided	749906	Evolutionary trends in host physiology, more than diet, determine the mammalian gut microbiota 	Missing: Not provided	Missing: Not provided
11212.RC2141	Missing: Not provided	Missing: Not provided	RC2141	Not applicable	UBERON:feces	UBERON:feces	UBERON:feces	2014	Uganda	Se_Jin_Storage_Plate6_RC2141_A5	Folivore	TRUE	1503.9	tropical broadleaf forest biome	animalia-associated habitat	feces	host-associated	Uganda	Rainforest	Missing: Not provided	Missing: Not provided	western red colobus	Piliocolobus badius	RC2141	164648	0.5	Missing: Not provided	30.4	Northwestern University	Northwestern University	TRUE	TRUE	11212	stool	gut metagenome	Missing: Not provided	749906	Evolutionary trends in host physiology, more than diet, determine the mammalian gut microbiota 	Missing: Not provided	Missing: Not provided
11212.RT2013	Missing: Not provided	Missing: Not provided	RT2013	Not applicable	UBERON:feces	UBERON:feces	UBERON:feces	2014	Uganda	Se_Jin_Storage_Plate6_RT2013_B5	Not	TRUE	1503.9	tropical broadleaf forest biome	animalia-associated habitat	feces	host-associated	Uganda	Rainforest	Missing: Not provided	Missing: Not provided	black-cheeked white-nosed monkey	Cercopithecus ascanius	RT2013	36223	0.5	Missing: Not provided	30.4	Northwestern University	Northwestern University	TRUE	TRUE	11212	stool	gut metagenome	Missing: Not provided	749906	Evolutionary trends in host physiology, more than diet, determine the mammalian gut microbiota 	Missing: Not provided	Missing: Not provided
11212.RT2017	Missing: Not provided	Missing: Not provided	RT2017	Not applicable	UBERON:feces	UBERON:feces	UBERON:feces	2014	Uganda	Se_Jin_Storage_Plate6_RT2017_C5	Not	TRUE	1503.9	tropical broadleaf forest biome	animalia-associated habitat	feces	host-associated	Uganda	Rainforest	Missing: Not provided	Missing: Not provided	black-cheeked white-nosed monkey	Cercopithecus ascanius	RT2017	36223	0.5	Missing: Not provided	30.4	Northwestern University	Northwestern University	TRUE	TRUE	11212	stool	gut metagenome	Missing: Not provided	749906	Evolutionary trends in host physiology, more than diet, determine the mammalian gut microbiota 	Missing: Not provided	Missing: Not provided
11212.RT2019	Missing: Not provided	Missing: Not provided	RT2019	Not applicable	UBERON:feces	UBERON:feces	UBERON:feces	2014	Uganda	Se_Jin_Storage_Plate6_RT2019_D5	Not	TRUE	1503.9	tropical broadleaf forest biome	animalia-associated habitat	feces	host-associated	Uganda	Rainforest	Missing: Not provided	Missing: Not provided	black-cheeked white-nosed monkey	Cercopithecus ascanius	RT2019	36223	0.5	Missing: Not provided	30.4	Northwestern University	Northwestern University	TRUE	TRUE	11212	stool	gut metagenome	Missing: Not provided	749906	Evolutionary trends in host physiology, more than diet, determine the mammalian gut microbiota 	Missing: Not provided	Missing: Not provided
11212.RT2021	Missing: Not provided	Missing: Not provided	RT2021	Not applicable	UBERON:feces	UBERON:feces	UBERON:feces	2014	Uganda	Se_Jin_Storage_Plate6_RT2021_E5	Not	TRUE	1503.9	tropical broadleaf forest biome	animalia-associated habitat	feces	host-associated	Uganda	Rainforest	Missing: Not provided	Missing: Not provided	black-cheeked white-nosed monkey	Cercopithecus ascanius	RT2021	36223	0.5	Missing: Not provided	30.4	Northwestern University	Northwestern University	TRUE	TRUE	11212	stool	gut metagenome	Missing: Not provided	749906	Evolutionary trends in host physiology, more than diet, determine the mammalian gut microbiota 	Missing: Not provided	Missing: Not provided
11212.RT2048	Missing: Not provided	Missing: Not provided	RT2048	Not applicable	UBERON:feces	UBERON:feces	UBERON:feces	2014	Uganda	Se_Jin_Storage_Plate6_RT2048_F5	Not	TRUE	1503.9	tropical broadleaf forest biome	animalia-associated habitat	feces	host-associated	Uganda	Rainforest	Missing: Not provided	Missing: Not provided	black-cheeked white-nosed monkey	Cercopithecus ascanius	RT2048	36223	0.5	Missing: Not provided	30.4	Northwestern University	Northwestern University	TRUE	TRUE	11212	stool	gut metagenome	Missing: Not provided	749906	Evolutionary trends in host physiology, more than diet, determine the mammalian gut microbiota 	Missing: Not provided	Missing: Not provided
11212.RT2050	Missing: Not provided	Missing: Not provided	RT2050	Not applicable	UBERON:feces	UBERON:feces	UBERON:feces	2014	Uganda	Se_Jin_Storage_Plate6_RT2050_G5	Not	TRUE	1503.9	tropical broadleaf forest biome	animalia-associated habitat	feces	host-associated	Uganda	Rainforest	Missing: Not provided	Missing: Not provided	black-cheeked white-nosed monkey	Cercopithecus ascanius	RT2050	36223	0.5	Missing: Not provided	30.4	Northwestern University	Northwestern University	TRUE	TRUE	11212	stool	gut metagenome	Missing: Not provided	749906	Evolutionary trends in host physiology, more than diet, determine the mammalian gut microbiota 	Missing: Not provided	Missing: Not provided
11212.RT2135	Missing: Not provided	Missing: Not provided	RT2135	Not applicable	UBERON:feces	UBERON:feces	UBERON:feces	2014	Uganda	Se_Jin_Storage_Plate6_RT2135_A6	Not	TRUE	1503.9	tropical broadleaf forest biome	animalia-associated habitat	feces	host-associated	Uganda	Rainforest	Missing: Not provided	Missing: Not provided	black-cheeked white-nosed monkey	Cercopithecus ascanius	RT2135	36223	0.5	Missing: Not provided	30.4	Northwestern University	Northwestern University	TRUE	TRUE	11212	stool	gut metagenome	Missing: Not provided	749906	Evolutionary trends in host physiology, more than diet, determine the mammalian gut microbiota 	Missing: Not provided	Missing: Not provided
